gei_yr,gei_crf,gei_co2_eq_t,gei_pollutant
1990,2G3b,131.355995,N2O
1990,3A11,47582.35888,CH4
1990,3A12,74932.551288,CH4
1990,3A2,32504.280452000003,CH4
1990,3A31,2487.323664,CH4
1990,3A42,12896.757888,CH4
1990,3A43,1650.577348,CH4
1990,3A44,401.098376,CH4
1990,3A46,451.91048,CH4
1990,3B11,21593.901196000003,CH4
1990,3B12,5616.810696,CH4
1990,3B13,25971.184428,CH4
1990,3B14,1967.0660520000001,CH4
1990,3B21,3271.68523,N2O
1990,3B22,2872.2933949999997,N2O
1990,3B23,937.23186,N2O
1990,3B24,2849.9478,N2O
1990,3B25,6250.854450000001,N2O
1990,3D11,26758.241705,N2O
1990,3D12,18670.89406,N2O
1990,3D13,2192.591715,N2O
1990,3D14,1650.679435,N2O
1990,3D21,6398.826475,N2O
1990,3D22,3426.07741,N2O
1990,3F11,2447.7220599999996,CH4
1990,3F11,600.598385,N2O
1990,3F12,2602.911276,CH4
1990,3F12,638.6772950000001,N2O
1990,3F13,2862.861316,CH4
1990,3F13,702.4614700000001,N2O
1990,3F14,50.859032,CH4
1990,3F14,12.47938,N2O
1990,3F31,1516.4567319999999,CH4
1990,3F31,372.093655,N2O
1990,3F5,263.721556,CH4
1990,3F5,64.70955500000001,N2O
1990,3H,4874.5560000000005,CO2
1990,3I,858.992,CO2
1990,3.D.2,95.0152472,N2O
1990,4A11,770.3816279,CH4
1990,4A11,-136848.95804300002,CO2
1990,4A11,403.3381015,N2O
1990,4A21,-31020.3172147,CO2
1990,4A22,-113036.4237114,CO2
1990,4A23,0.0,CO2
1990,4A24,-34.3089011,CO2
1990,4A25,0.0,CO2
1990,4B11,1189.0339186,CH4
1990,4B11,3213.1376871,CO2
1990,4B11,1027.4803971,N2O
1990,4B21,9468.9567069,CO2
1990,4B22,16182.723297999999,CO2
1990,4B23,0.0,CO2
1990,4B24,-77.7832686,CO2
1990,4B25,0.0,CO2
1990,4C11,2080.5571556,CH4
1990,4C11,1814.8721389,N2O
1990,4C11,149.6800708,CO2
1990,4C21,1230.6488485,CO2
1990,4C22,-19349.490558700003,CO2
1990,4C23,19.507858,CO2
1990,4C24,-133.6164186,CO2
1990,4C25,0.0,CO2
1990,4D12,0.0,CO2
1990,4D22,-1113.1768897000002,CO2
1990,4E11,0.0,CO2
1990,4E21,8602.0022979,CO2
1990,4E22,35646.9954848,CO2
1990,4E23,25052.0943881,CO2
1990,4E24,0.0,CO2
1990,4E25,0.0,CO2
1990,4F11,0.0,CO2
1990,4F21,52.826708700000005,CO2
1990,4F22,143.7793342,CO2
1990,4F23,1.2212858,CO2
1990,4F24,0.0,CO2
1990,4F25,0.0,CO2
1990,4G11,-298345.9178947,CO2
1990,5A1a,1119532.001224,CH4
1990,5A2,78281.648116,CH4
1990,5B1a,2069.2896,N2O
1990,5B1a,3644.032,CH4
1990,5C12,373.125,CO2
1990,5C12,10.371834999999999,N2O
1990,5C21,795.325244,CH4
1990,5C21,960.944325,N2O
1990,5C22,560.567028,CH4
1990,5C22,461.962,CO2
1990,5C22,75.60026,N2O
1990,5D1,101405.3028,N2O
1990,5D1,492793.28182000003,CH4
1990,5D2,150734.957632,CH4
1990,5E1,787.2712680000001,CH4
1991,1A1a,16.352504,CH4
1991,1A1a,15.476795,N2O
1991,1A1c,2.041284,CH4
1991,1A1c,1358.042,CO2
1991,1A1c,6.005695,N2O
1991,1A2a,125.809124,CH4
1991,1A2a,110475.59300000001,CO2
1991,1A2a,162.046705,N2O
1991,1A2b,35365.3906402,CO2
1991,1A2b,83.54115230000001,N2O
1991,1A2b,86.27993459999999,CH4
1991,1A2c,3084.200336,CH4
1991,1A2c,946426.2069999999,CO2
1991,1A2c,1878.81502,N2O
1991,1A2d,1378.292048,CH4
1991,1A2d,130726.64,CO2
1991,1A2d,447.980115,N2O
1991,1A2e,925.109556,CH4
1991,1A2e,265737.531,CO2
1991,1A2e,544.878955,N2O
1991,1A2f,988670.5188996,CO2
1991,1A2f,3187.8996388,N2O
1991,1A2f,1657.7426019999998,CH4
1991,1A2g,569017.2377578,CO2
1991,1A2g,7711.9289929999995,N2O
1991,1A2g,6536.0988291,CH4
1991,1A3a,232.6226522,CH4
1991,1A3a,511672.69432,CO2
1991,1A3a,3685.4846499,N2O
1991,1A3b,60682.669740000005,CH4
1991,1A3b,6028033.694,CO2
1991,1A3b,47420.264675,N2O
1991,1A3c,50.366164999999995,N2O
1991,1A3c,25291.654000000002,CO2
1991,1A3c,39.66004,CH4
1991,1A4a,1159640.053,CO2
1991,1A4a,2058.4166499999997,N2O
1991,1A4a,4039.872172,CH4
1991,1A4b,89821.914924,CH4
1991,1A4b,2927683.33,CO2
1991,1A4b,6783.249255000001,N2O
1991,1A4c,175.775712,CH4
1991,1A4c,82617.43,CO2
1991,1A4c,731.841225,N2O
1991,1A5b,16.381932,CH4
1991,1A5b,33740.197,CO2
1991,1A5b,245.553505,N2O
1991,1B2b,8144.733268,CH4
1991,1B2b,3.261,CO2
1991,2A1,833914.0129999999,CO2
1991,2A2,71129.4946114,CO2
1991,2A3,5453.44,CO2
1991,2A4a,8616.544,CO2
1991,2A4b,18415.478,CO2
1991,2C1a,27311.698,CO2
1991,2C5,2215.6,CO2
1991,2D1,18616.326999999997,CO2
1991,2D2,4055.4790000000003,CO2
1991,2G1a,423.80915200000004,SF6
1991,2G1b,7595.287631499999,SF6
1991,2G3a,54969.571424999995,N2O
1991,2G3b,131.30882499999998,N2O
1991,3A11,50515.151764,CH4
1991,3A12,103453.265328,CH4
1991,3A2,32093.736388000005,CH4
1991,3A31,2134.423816,CH4
1991,3A42,4802.6721959999995,CH4
1991,3A43,1662.1367,CH4
1991,3A44,374.91216,CH4
1991,3B11,21413.258383999997,CH4
1991,3B12,4694.791584,CH4
1991,3B13,19728.254868,CH4
1991,3B14,1507.144632,CH4
1991,3B21,3851.65257,N2O
1991,3B22,2669.5919799999997,N2O
1991,3B23,803.1900899999999,N2O
1991,3B24,2203.7135000000003,N2O
1991,3B25,6155.072585,N2O
1991,3D11,23187.89485,N2O
1991,3D12,17656.71097,N2O
1991,3D13,2608.280785,N2O
1991,3D14,1516.353585,N2O
1991,3D21,6087.869645,N2O
1991,3D22,3204.0800200000003,N2O
1991,3F11,1800.685964,CH4
1991,3F11,441.83503,N2O
1991,3F12,2294.141584,CH4
1991,3F12,562.9143250000001,N2O
1991,3F13,2488.9314520000003,CH4
1991,3F13,610.7099900000001,N2O
1991,3F14,8.99622,N2O
1991,3F14,36.663144,CH4
1991,3F21,0.21434,CH4
1991,3F21,0.052469999999999996,N2O
1991,3F31,1439.9722399999998,CH4
1991,3F31,353.32662,N2O
1991,3F5,201.225892,CH4
1991,3F5,49.3748,N2O
1991,3H,3622.607,CO2
1991,3I,893.974,CO2
1991,3.D.2,96.50649159999999,N2O
1991,4A11,1469.5311869,N2O
1991,4A11,2806.8258954999997,CH4
1991,4A11,-137857.71811309998,CO2
1991,4A21,-32771.321375600004,CO2
1991,4A22,-120841.5051537,CO2
1991,4A23,0.0,CO2
1991,4A24,-47.1665354,CO2
1991,4A25,0.0,CO2
1991,4B11,1758.7371630999999,CH4
1991,4B11,2897.7949167,CO2
1991,4B11,1519.7783094,N2O
1991,4B21,9357.2711631,CO2
1991,4B22,16107.2574847,CO2
1991,4B23,0.0,CO2
1991,4B24,-70.23554730000001,CO2
1991,4B25,0.0,CO2
1991,4C11,144.68196129999998,CO2
1991,4C11,645.4251915,N2O
1991,4C11,727.8917964,CH4
1991,4C21,1204.9277241,CO2
1991,4C22,-21325.383770999997,CO2
1991,4C23,18.4811286,CO2
1991,4C24,-144.2632018,CO2
1991,4C25,0.0,CO2
1991,4D12,0.0,CO2
1991,4D22,-1098.4487959,CO2
1991,4E11,0.0,CO2
1991,4E21,8618.3439319,CO2
1991,4E22,36694.039396199994,CO2
1991,4E23,25146.4747028,CO2
1991,4E24,0.0,CO2
1991,4E25,0.0,CO2
1991,4F11,0.0,CO2
1991,4F21,58.3193364,CO2
1991,4F22,175.61926,CO2
1991,4F23,1.4801126,CO2
1991,4F24,0.0,CO2
1991,4F25,0.0,CO2
1991,4G11,-312414.072051,CO2
1991,5A1a,1196773.62588,CH4
1991,5A2,76203.43724,CH4
1991,5B1a,3644.032,CH4
1991,5B1a,2069.2896,N2O
1991,5C12,350.811,CO2
1991,5C12,9.75147,N2O
1991,5C21,738.241616,CH4
1991,5C21,848.936245,N2O
1991,5C22,518.014868,CH4
1991,5C22,430.799,CO2
1991,5C22,70.08667,N2O
1991,5D1,476210.687316,CH4
1991,5D1,97596.69895,N2O
1991,5D2,144133.324356,CH4
1991,5E1,753.1367759999999,CH4
1992,1A1a,16.303756,CH4
1992,1A1a,15.430685,N2O
1992,1A1c,2.208584,CH4
1992,1A1c,1373.244,CO2
1992,1A1c,6.128655,N2O
1992,1A2a,91.670936,CH4
1992,1A2a,92614.176,CO2
1992,1A2a,107.24073000000001,N2O
1992,1A2b,159.3472582,CH4
1992,1A2b,48548.1738549,CO2
1992,1A2b,118.0936077,N2O
1992,1A2c,4333.787276,CH4
1992,1A2c,871678.087,CO2
1992,1A2c,1938.673485,N2O
1992,1A2d,1402.702056,CH4
1992,1A2d,107668.338,CO2
1992,1A2d,338.79348999999996,N2O
1992,1A2e,516.327855,N2O
1992,1A2e,1114.70716,CH4
1992,1A2e,254086.37300000002,CO2
1992,1A2f,3092.5790349,N2O
1992,1A2f,1808.2626224,CH4
1992,1A2f,1018828.9821075,CO2
1992,1A2g,5364.5772544,CH4
1992,1A2g,538534.895,CO2
1992,1A2g,5504.2185159,N2O
1992,1A3a,256.49410700000004,CH4
1992,1A3a,563481.3454351999,CO2
1992,1A3a,4058.3672058999996,N2O
1992,1A3b,72794.6639,CH4
1992,1A3b,7133948.726,CO2
1992,1A3b,55039.169434999996,N2O
1992,1A3c,39.252136,CH4
1992,1A3c,25031.546,CO2
1992,1A3c,49.84809,N2O
1992,1A4a,4256.396956,CH4
1992,1A4a,1213609.099,CO2
1992,1A4a,2152.984815,N2O
1992,1A4b,105424.4065,CH4
1992,1A4b,3182473.943,CO2
1992,1A4b,7590.397915,N2O
1992,1A4c,736.92737,N2O
1992,1A4c,154.028812,CH4
1992,1A4c,80770.113,CO2
1992,1A5b,273.58970999999997,N2O
1992,1A5b,37730.666999999994,CO2
1992,1A5b,18.975432,CH4
1992,1B2b,9593.872848,CH4
1992,1B2b,3.229,CO2
1992,2A1,743647.569,CO2
1992,2A2,71497.0091393,CO2
1992,2A3,5788.292,CO2
1992,2A4a,7683.579,CO2
1992,2A4b,15680.904,CO2
1992,2C1a,27175.021999999997,CO2
1992,2C5,2101.0,CO2
1992,2D1,19858.699,CO2
1992,2D2,3161.383,CO2
1992,2G1a,578.270187,SF6
1992,2G1b,7863.1691135,SF6
1992,2G3a,65194.17322,N2O
1992,2G3b,131.17155499999998,N2O
1992,3A11,37393.777596,CH4
1992,3A12,66141.115432,CH4
1992,3A2,27175.812048,CH4
1992,3A31,2038.3167279999998,CH4
1992,3A42,7076.545672,CH4
1992,3A43,1674.124508,CH4
1992,3A44,348.57919599999997,CH4
1992,3B11,15309.282856,CH4
1992,3B12,4214.312508,CH4
1992,3B13,18466.211932000002,CH4
1992,3B14,1388.30412,CH4
1992,3B21,2675.325785,N2O
1992,3B22,2483.5479349999996,N2O
1992,3B23,744.101185,N2O
1992,3B24,1832.906685,N2O
1992,3B25,4911.03141,N2O
1992,3D11,25019.742065,N2O
1992,3D12,16620.324324999998,N2O
1992,3D13,1893.01637,N2O
1992,3D14,1421.190495,N2O
1992,3D21,5624.627915,N2O
1992,3D22,3097.76467,N2O
1992,3F11,1749.82878,CH4
1992,3F11,429.35618,N2O
1992,3F12,1790.3694480000001,CH4
1992,3F12,439.30348499999997,N2O
1992,3F13,621.9001450000001,N2O
1992,3F13,2534.5363399999997,CH4
1992,3F14,13.833795,N2O
1992,3F14,56.379343999999996,CH4
1992,3F31,1567.955508,CH4
1992,3F31,384.729915,N2O
1992,3F4,85.843688,CH4
1992,3F4,21.063525,N2O
1992,3F5,284.42568,CH4
1992,3F5,69.78960500000001,N2O
1992,3H,4334.71,CO2
1992,3I,855.974,CO2
1992,3.D.2,97.997736,N2O
1992,4A11,315.5029629,CH4
1992,4A11,-138866.4781832,CO2
1992,4A11,165.1835421,N2O
1992,4A21,-34522.3255364,CO2
1992,4A22,-128646.586596,CO2
1992,4A23,0.0,CO2
1992,4A24,-60.024169699999995,CO2
1992,4A25,0.0,CO2
1992,4B11,303.31883389999996,CH4
1992,4B11,2582.4496028000003,CO2
1992,4B11,262.1070358,N2O
1992,4B21,9245.5797444,CO2
1992,4B22,16031.7989228,CO2
1992,4B23,0.0,CO2
1992,4B24,-62.686659000000006,CO2
1992,4B25,0.0,CO2
1992,4C11,881.3905235,CH4
1992,4C11,139.6838517,CO2
1992,4C11,777.5004709,N2O
1992,4C21,1179.2065996000001,CO2
1992,4C22,-23301.2769833,CO2
1992,4C23,17.4543993,CO2
1992,4C24,-154.909985,CO2
1992,4C25,0.0,CO2
1992,4D12,0.0,CO2
1992,4D22,-1083.7207021,CO2
1992,4E11,0.0,CO2
1992,4E21,8634.6855659,CO2
1992,4E22,37741.0833075,CO2
1992,4E23,25240.8550174,CO2
1992,4E24,0.0,CO2
1992,4E25,0.0,CO2
1992,4F11,0.0,CO2
1992,4F21,63.81196409999999,CO2
1992,4F22,207.4591858,CO2
1992,4F23,1.7389394,CO2
1992,4F24,0.0,CO2
1992,4F25,0.0,CO2
1992,4G11,-168232.7525573,CO2
1992,5A1a,1269808.102724,CH4
1992,5A2,73500.96949999999,CH4
1992,5B1a,3644.032,CH4
1992,5B1a,2069.2896,N2O
1992,5C12,328.46999999999997,CO2
1992,5C12,9.130575,N2O
1992,5C21,599.5961159999999,CH4
1992,5C21,773.626955,N2O
1992,5C22,260.653904,CH4
1992,5C22,266.177,CO2
1992,5C22,35.76546,N2O
1992,5D1,460899.384904,CH4
1992,5D1,97884.49425,N2O
1992,5D2,135240.618044,CH4
1992,5E1,706.864452,CH4
1993,1A1a,16.6796,CH4
1993,1A1a,15.786314999999998,N2O
1993,1A1c,1.6393440000000001,CH4
1993,1A1c,1391.172,CO2
1993,1A1c,6.256915,N2O
1993,1A2a,82.971812,CH4
1993,1A2a,97.66495499999999,N2O
1993,1A2a,88822.15,CO2
1993,1A2b,142.44372380000001,CH4
1993,1A2b,20346.638538299998,CO2
1993,1A2b,64.7598699,N2O
1993,1A2c,4077.78406,CH4
1993,1A2c,747423.5129999999,CO2
1993,1A2c,1639.855775,N2O
1993,1A2d,1985.181436,CH4
1993,1A2d,162967.282,CO2
1993,1A2d,520.114705,N2O
1993,1A2e,1280.420456,CH4
1993,1A2e,244320.449,CO2
1993,1A2e,486.92531,N2O
1993,1A2f,1672.1437746000001,CH4
1993,1A2f,812061.3895407,CO2
1993,1A2f,2535.4291881000004,N2O
1993,1A2g,6274.1901331,CH4
1993,1A2g,651426.339,CO2
1993,1A2g,5572.600709699999,N2O
1993,1A3a,3992.0045657,N2O
1993,1A3a,252.2886457,CH4
1993,1A3a,554265.9379221,CO2
1993,1A3b,85720.97093,N2O
1993,1A3b,63171.617516,CH4
1993,1A3b,7236389.677,CO2
1993,1A3c,33.553744,CH4
1993,1A3c,21397.614,CO2
1993,1A3c,42.61147,N2O
1993,1A4a,4000.4190800000006,CH4
1993,1A4a,1123028.403,CO2
1993,1A4a,2000.66626,N2O
1993,1A4b,6699.24982,N2O
1993,1A4b,83878.315388,CH4
1993,1A4b,3034101.354,CO2
1993,1A4c,711.62782,N2O
1993,1A4c,132.26556,CH4
1993,1A4c,74256.344,CO2
1993,1A5b,18.146772,CH4
1993,1A5b,37526.97,CO2
1993,1A5b,275.06682,N2O
1993,1B2b,10967.71844,CH4
1993,1B2b,1.827,CO2
1993,2A1,541070.7220000001,CO2
1993,2A2,73928.4167324,CO2
1993,2A3,6079.44,CO2
1993,2A4a,7420.143999999999,CO2
1993,2A4b,9870.585000000001,CO2
1993,2C1a,27921.139,CO2
1993,2C5,2597.6,CO2
1993,2D1,15442.987000000001,CO2
1993,2D2,3544.8309999999997,CO2
1993,2G1a,854.5251185,SF6
1993,2G1b,8135.089987,SF6
1993,2G3a,72753.998615,N2O
1993,2G3b,131.0266,N2O
1993,3A11,24646.688752,CH4
1993,3A12,69024.694144,CH4
1993,3A2,22947.430716,CH4
1993,3A31,2126.7207639999997,CH4
1993,3A42,5446.180767999999,CH4
1993,3A43,1686.017508,CH4
1993,3A44,322.59603599999997,CH4
1993,3A46,466.5752,CH4
1993,3B11,11130.299488,CH4
1993,3B12,3359.2302520000003,CH4
1993,3B13,17487.946784,CH4
1993,3B14,1376.7214999999999,CH4
1993,3B21,2447.688135,N2O
1993,3B22,2189.7787399999997,N2O
1993,3B23,761.3010099999999,N2O
1993,3B24,2184.124965,N2O
1993,3B25,4631.557375,N2O
1993,3D11,19518.6333,N2O
1993,3D12,17150.278745,N2O
1993,3D13,1810.833245,N2O
1993,3D14,1587.4114800000002,N2O
1993,3D21,5145.15997,N2O
1993,3D22,2822.244435,N2O
1993,3F11,1701.976724,CH4
1993,3F11,417.61456000000004,N2O
1993,3F12,512.247385,N2O
1993,3F12,2087.6494239999997,CH4
1993,3F13,1912.437716,CH4
1993,3F13,469.25563999999997,N2O
1993,3F14,47.423656,CH4
1993,3F14,11.636149999999999,N2O
1993,3F31,1045.062116,CH4
1993,3F31,256.42725,N2O
1993,3F5,549.507224,CH4
1993,3F5,134.832795,N2O
1993,3H,3230.347,CO2
1993,3I,813.79,CO2
1993,3.D.2,99.4889804,N2O
1993,4A11,29.6874195,N2O
1993,4A11,-139875.23825330002,CO2
1993,4A11,56.7034021,CH4
1993,4A21,-36273.329697199995,CO2
1993,4A22,-136451.6680383,CO2
1993,4A23,0.0,CO2
1993,4A24,-72.88180399999999,CO2
1993,4A25,0.0,CO2
1993,4B11,46.5844397,CH4
1993,4B11,2267.1016697,CO2
1993,4B11,40.255032099999994,N2O
1993,4B21,9133.8822757,CO2
1993,4B22,15956.3478283,CO2
1993,4B23,0.0,CO2
1993,4B24,-55.1365689,CO2
1993,4B25,0.0,CO2
1993,4C11,66.284986,CH4
1993,4C11,134.68574220000002,CO2
1993,4C11,72.5753259,N2O
1993,4C21,1153.4854752,CO2
1993,4C22,-25277.1701956,CO2
1993,4C23,16.4276699,CO2
1993,4C24,-165.55676820000002,CO2
1993,4C25,0.0,CO2
1993,4D12,0.0,CO2
1993,4D22,-1068.9926083,CO2
1993,4E11,0.0,CO2
1993,4E21,8651.027199799999,CO2
1993,4E22,38788.1272189,CO2
1993,4E23,25335.2353321,CO2
1993,4E24,0.0,CO2
1993,4E25,0.0,CO2
1993,4F11,0.0,CO2
1993,4F21,69.3045918,CO2
1993,4F22,239.2991116,CO2
1993,4F23,1.9977661999999998,CO2
1993,4F24,0.0,CO2
1993,4F25,0.0,CO2
1993,4G11,-248685.5491801,CO2
1993,5A1a,1334341.195096,CH4
1993,5A2,72961.05810000001,CH4
1993,5B1a,13014.4,CH4
1993,5B1a,7390.32,N2O
1993,5C21,1067.581004,CH4
1993,5C21,1151.224395,N2O
1993,5C22,104.34083500000001,N2O
1993,5C22,750.012648,CH4
1993,5C22,907.7030000000001,CO2
1993,5D1,99772.31980000001,N2O
1993,5D1,427750.814036,CH4
1993,5D2,133020.06650800002,CH4
1993,5E1,653.77536,CH4
1994,1A1a,16.692956,CH4
1994,1A1a,15.799035,N2O
1994,1A1c,0.70224,CH4
1994,1A1c,1395.697,CO2
1994,1A1c,6.394185,N2O
1994,1A2a,124903.476,CO2
1994,1A2a,196.70472999999998,N2O
1994,1A2a,139.903792,CH4
1994,1A2b,31809.078134,CO2
1994,1A2b,93.885124,N2O
1994,1A2b,189.23960449999998,CH4
1994,1A2c,4355.704444,CH4
1994,1A2c,871956.322,CO2
1994,1A2c,1808.619435,N2O
1994,1A2d,2467.661868,CH4
1994,1A2d,234981.166,CO2
1994,1A2d,693.777685,N2O
1994,1A2e,303344.32700000005,CO2
1994,1A2e,558.451195,N2O
1994,1A2e,1579.623752,CH4
1994,1A2f,1475.5233358,CH4
1994,1A2f,824654.0063008,CO2
1994,1A2f,2305.2100083,N2O
1994,1A2g,6802.0470795,CH4
1994,1A2g,697569.404,CO2
1994,1A2g,5364.8140216,N2O
1994,1A3a,268.816082,CH4
1994,1A3a,589055.4182451,CO2
1994,1A3a,4241.947275500001,N2O
1994,1A3b,7638686.343,CO2
1994,1A3b,170835.91654,N2O
1994,1A3b,59909.10632,CH4
1994,1A3c,19833.59,CO2
1994,1A3c,39.496925000000005,N2O
1994,1A3c,31.101196,CH4
1994,1A4a,4420.06264,CH4
1994,1A4a,1180749.0969999998,CO2
1994,1A4a,2099.3384800000003,N2O
1994,1A4b,85258.70094,CH4
1994,1A4b,3126244.127,CO2
1994,1A4b,6859.996435,N2O
1994,1A4c,74571.38500000001,CO2
1994,1A4c,717.08046,N2O
1994,1A4c,130.50925999999998,CH4
1994,1A5b,18.541516,CH4
1994,1A5b,39107.926999999996,CO2
1994,1A5b,294.71286000000003,N2O
1994,1B2b,13435.249296,CH4
1994,1B2b,0.484,CO2
1994,2A1,568934.21,CO2
1994,2A2,63461.9591989,CO2
1994,2A3,6370.592000000001,CO2
1994,2A4a,8314.027,CO2
1994,2A4b,5767.475,CO2
1994,2C1a,29566.459,CO2
1994,2C5,2600.0,CO2
1994,2D1,21207.465,CO2
1994,2D2,3925.9539999999997,CO2
1994,2G1a,1426.8292195000001,SF6
1994,2G1b,8092.609695,SF6
1994,2G3a,78943.81164,N2O
1994,2G3b,130.808505,N2O
1994,3A11,43189.853224,CH4
1994,3A12,115169.552372,CH4
1994,3A2,38558.98214,CH4
1994,3A31,1828.939784,CH4
1994,3A42,12449.440499999999,CH4
1994,3A43,1697.9665639999998,CH4
1994,3A44,296.275868,CH4
1994,3A46,687.58536,CH4
1994,3B11,20892.803092000002,CH4
1994,3B12,5828.334568,CH4
1994,3B13,17232.979288,CH4
1994,3B14,1967.281624,CH4
1994,3B21,3355.900905,N2O
1994,3B22,2974.400545,N2O
1994,3B23,639.26427,N2O
1994,3B24,3010.1800500000004,N2O
1994,3B25,5978.14825,N2O
1994,3D11,21918.00478,N2O
1994,3D12,17628.65012,N2O
1994,3D13,3365.8829250000003,N2O
1994,3D14,1193.6805749999999,N2O
1994,3D21,6162.641780000001,N2O
1994,3D22,3197.6087199999997,N2O
1994,3F11,1602.93434,CH4
1994,3F11,393.31247,N2O
1994,3F12,2089.30848,CH4
1994,3F12,512.6544250000001,N2O
1994,3F13,2162.113884,CH4
1994,3F13,530.518605,N2O
1994,3F14,73.13353599999999,CH4
1994,3F14,17.945005,N2O
1994,3F21,0.292796,CH4
1994,3F21,0.071815,N2O
1994,3F31,990.840508,CH4
1994,3F31,243.12292499999998,N2O
1994,3F5,306.712084,CH4
1994,3F5,75.258145,N2O
1994,3H,3204.914,CO2
1994,3I,930.7429999999999,CO2
1994,3.D.2,100.9802247,N2O
1994,4A11,-140883.99832339998,CO2
1994,4A11,396.1215323,N2O
1994,4A11,756.5978759999999,CH4
1994,4A21,-38024.3338581,CO2
1994,4A22,-144256.7494806,CO2
1994,4A23,0.0,CO2
1994,4A24,-85.7394383,CO2
1994,4A25,0.0,CO2
1994,4B11,285.69928020000003,N2O
1994,4B11,330.6205507,CH4
1994,4B11,1951.7510385,CO2
1994,4B21,9022.1785747,CO2
1994,4B22,15880.9044262,CO2
1994,4B23,0.0,CO2
1994,4B24,-47.5852409,CO2
1994,4B25,0.0,CO2
1994,4C11,1356.9372444,CH4
1994,4C11,129.6876327,CO2
1994,4C11,1187.2995806,N2O
1994,4C21,1127.7643507999999,CO2
1994,4C22,-27253.0634079,CO2
1994,4C23,15.400940499999999,CO2
1994,4C24,-176.2035515,CO2
1994,4C25,0.0,CO2
1994,4D12,0.0,CO2
1994,4D22,-1054.2645146,CO2
1994,4E11,0.0,CO2
1994,4E21,8667.3688338,CO2
1994,4E22,39835.171130200004,CO2
1994,4E23,25429.615646799997,CO2
1994,4E24,0.0,CO2
1994,4E25,0.0,CO2
1994,4F11,0.0,CO2
1994,4F21,74.7972194,CO2
1994,4F22,271.1390374,CO2
1994,4F23,2.256593,CO2
1994,4F24,0.0,CO2
1994,4F25,0.0,CO2
1994,4G11,-273931.4518062,CO2
1994,5A1a,1398289.646096,CH4
1994,5A2,69913.41786799999,CH4
1994,5B1a,20250.4064,CH4
1994,5B1a,11499.33792,N2O
1994,5C21,384.68626,CH4
1994,5C21,417.338695,N2O
1994,5C22,107.06400000000001,CO2
1994,5C22,12.34847,N2O
1994,5C22,88.67205200000001,CH4
1994,5D1,99739.40149999999,N2O
1994,5D1,414254.621872,CH4
1994,5D2,147391.924344,CH4
1994,5E1,559.701912,CH4
1995,1A1a,18.132826899999998,CH4
1995,1A1a,4309.52704,CO2
1995,1A1a,23.7797114,N2O
1995,1A1c,0.7248359999999999,CH4
1995,1A1c,1445.195,CO2
1995,1A1c,6.71987,N2O
1995,1A2a,271.262796,CH4
1995,1A2a,232.84914,N2O
1995,1A2a,135651.243,CO2
1995,1A2b,274.34058960000004,CH4
1995,1A2b,37366.7344961,CO2
1995,1A2b,113.2183457,N2O
1995,1A2c,8365.921424,CH4
1995,1A2c,1343071.513,CO2
1995,1A2c,3222.1371200000003,N2O
1995,1A2d,4868.73632,CH4
1995,1A2d,372760.746,CO2
1995,1A2d,1276.068545,N2O
